"","Provider.ID","HAI_1_SIR","HAI_2_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE_Score","PSI_90_SAFETY_Score"
"1324",150044,"0.491","0.318","0.54",NA,"0.308","1.122","3.8","1.32"
"1325",150045,NA,"0",NA,NA,NA,"0.268","3.0","0.94"
"1326",150046,"1.223","0.335","0",NA,NA,"0.623","3.4","0.67"
"1327",150047,"1.286","0.674",NA,NA,NA,"0.735",NA,"1.00"
"1328",150048,"0","0.074","0","0","0.487","0.87","4.2","0.94"
"1329",150051,"0.655","0.274","0.428",NA,"0.957","1.009","2.4","0.67"
"1330",150056,"0.955","0.841","1.331","0.711","1.146","1.197","3.9","1.07"
"1331",150057,"0","0","1.14",NA,NA,"0","2.5","0.49"
"1332",150058,"0.442","0.46","0.487","0","0.642","0.934","2.7","0.66"
"1333",150059,"0.622","0","0",NA,NA,"0.739","2.8","0.95"
"1334",150061,NA,"0",NA,NA,NA,"0.766",NA,"0.83"
"1335",150064,NA,NA,NA,NA,NA,"0.435",NA,"0.81"
"1336",150065,"0.26","0.296","0",NA,NA,"1.401","2.8","0.59"
"1337",150069,"0.539","0","0",NA,NA,"0.983","3.5","0.72"
"1338",150072,NA,"0","0.942",NA,NA,"1.595",NA,"1.04"
"1339",150074,"0.141","0.697","0",NA,"4.076","0.63","4.2","0.78"
"1340",150075,NA,NA,NA,NA,NA,"0","3.3","0.85"
"1341",150076,NA,"0.462",NA,NA,NA,"1.143","3.6","0.98"
"1342",150082,"0.433","0.428",NA,NA,"3.006","1.266","4.0","0.68"
"1343",150084,"0.61","0.711","1.058","0.798","0.64","0.901","3.0","0.87"
"1344",150086,"0.457","0.481","0",NA,NA,"2.016","4.0","0.95"
"1345",150088,"0.734","0.136","0",NA,"0.729","0.994","3.7","0.72"
"1346",150089,"0.562","0.865","0.691",NA,"0.665","0.921","2.3","0.69"
"1347",150090,"1.069","0.546","0.497",NA,"0.465","0.647","2.6","0.79"
"1348",150091,NA,"0",NA,NA,NA,"0.375","3.1","0.83"
"1349",150097,"0","0",NA,NA,NA,"1.548","4.1","0.71"
"1350",150100,"0.607","0.593","1.768","0.767","0.762","0.925","2.4","0.89"
"1351",150101,NA,NA,NA,NA,NA,"0.295",NA,"0.87"
"1352",150102,NA,NA,NA,NA,NA,"0.614",NA,"0.94"
"1353",150104,NA,NA,NA,NA,NA,"0.794","4.0","0.81"
"1354",150109,"0.417","0.616","0",NA,"0.971","0.716","2.6","0.68"
"1355",150112,"0.678","0.148","0.969","0.932","1.128","0.748","2.5","0.76"
"1356",150113,"0.145","0.734","0.945","0","1.77","1.431","3.9","0.92"
"1357",150115,NA,"0.806","1.762",NA,NA,"0.652","3.0","0.81"
"1358",150125,"0.65","0.471","0.622","0.549","0.192","1.019","2.1","0.77"
"1359",150126,"0.578","0.602","0.907",NA,"1.911","1.297","2.4","0.84"
"1360",150128,"0.235","0.611","1.811",NA,"0","1.456","2.9","0.77"
"1361",150133,NA,"0",NA,NA,NA,"0.171","3.4","0.91"
"1362",150146,NA,NA,NA,NA,NA,"0.237",NA,"0.83"
"1363",150149,"0.897",NA,NA,"0.978",NA,"0",NA,"0.91"
"1364",150150,"2.025","0.29",NA,NA,NA,"0","2.8","0.87"
"1365",150153,"0.164","1.269",NA,NA,NA,"0.166",NA,"0.73"
"1366",150157,"0","0.74","0.397","0",NA,"0.447","3.3","0.74"
"1367",150158,"0.589","0.951","1.155","0","1.586","1.224","3.8","0.60"
"1368",150160,NA,NA,NA,NA,NA,"0","2.4","0.74"
"1369",150161,"0.691","1.539","2.177","3.139","3.008","0.964","2.4","0.99"
"1370",150162,"0.458","0.893","0.787","0.75","0.671","1.311","3.9","0.81"
"1371",150165,"0",NA,NA,NA,NA,"0.904","3.5","0.82"
"1372",150166,NA,NA,NA,NA,NA,"1.073","2.8","0.83"
"1373",150167,NA,NA,NA,NA,NA,"0","1.7","0.74"
"1374",150168,NA,NA,NA,NA,NA,"0","3.1","0.71"
"1375",150169,"0.59","0.853","1.404","1.704","0.735","0.917","2.6","0.91"
"1376",150172,NA,NA,NA,NA,NA,NA,"3.1","0.89"
"1377",150173,"0.257","0.252","0.686",NA,"0.249","0.505","3.0","0.76"
"1378",150175,NA,NA,NA,NA,NA,"0.739",NA,"0.62"
"1379",150176,"4.361","0.936",NA,NA,NA,"0",NA,"1.26"
"1380",150177,NA,NA,NA,NA,NA,NA,"2.7","0.84"
"1381",150179,NA,NA,NA,NA,NA,"0",NA,"0.81"
"1382",150181,NA,NA,NA,NA,NA,NA,NA,"0.92"
"1383",150182,NA,NA,NA,NA,NA,NA,"2.8","0.90"
"1384",150183,NA,NA,NA,NA,NA,NA,NA,NA
"1385",151300,NA,NA,NA,NA,NA,NA,NA,NA
"1386",151301,NA,NA,NA,NA,NA,NA,NA,NA
"1387",151302,NA,NA,NA,NA,NA,NA,NA,NA
"1388",151303,NA,NA,NA,NA,NA,NA,NA,NA
"1389",151304,NA,NA,NA,NA,NA,NA,NA,NA
"1390",151305,NA,NA,NA,NA,NA,NA,NA,NA
"1391",151306,NA,NA,NA,NA,NA,NA,NA,NA
"1392",151307,NA,NA,NA,NA,NA,NA,NA,NA
"1393",151308,NA,NA,NA,NA,NA,NA,NA,NA
"1394",151309,NA,NA,NA,NA,NA,"2.128",NA,NA
"1395",151310,NA,NA,NA,NA,NA,NA,"3.2",NA
"1396",151311,NA,NA,NA,NA,NA,"0","3.2",NA
"1397",151312,NA,NA,NA,NA,NA,NA,NA,NA
"1398",151313,NA,"0.751",NA,NA,NA,"0","2.8",NA
"1399",151314,NA,NA,NA,NA,NA,NA,NA,NA
"1400",151315,NA,NA,NA,NA,NA,"0","3.2",NA
"1401",151316,NA,NA,NA,NA,NA,NA,NA,NA
"1402",151317,NA,"0",NA,NA,NA,NA,NA,NA
"1403",151318,NA,NA,NA,NA,NA,NA,NA,NA
"1404",151319,NA,NA,NA,NA,NA,NA,"2.8",NA
"1405",151320,NA,NA,NA,NA,NA,NA,NA,NA
"1406",151322,NA,NA,NA,NA,NA,"1.704",NA,NA
"1407",151323,NA,NA,NA,NA,NA,"0",NA,NA
"1408",151324,NA,"0",NA,NA,NA,"0",NA,NA
"1409",151325,NA,NA,NA,NA,NA,NA,NA,NA
"1410",151326,NA,NA,NA,NA,NA,NA,NA,NA
"1411",151327,NA,NA,NA,NA,NA,NA,NA,NA
"1412",151328,NA,"0",NA,NA,NA,"0.358",NA,NA
"1413",151329,NA,"2.683",NA,NA,NA,"1.239","3.5",NA
"1414",151330,NA,NA,NA,NA,NA,"1.398","3.3",NA
"1415",151331,NA,"0",NA,NA,NA,"0.505",NA,NA
"1416",151332,NA,NA,NA,NA,NA,NA,"2.6",NA
"1417",151333,NA,NA,NA,NA,NA,NA,NA,NA
"1418",151334,NA,NA,NA,NA,NA,NA,NA,NA
"1419",151335,NA,NA,NA,NA,NA,NA,NA,NA
"1420",160001,NA,"0","0.943",NA,NA,"0.634","3.0","0.77"
"1421",160005,NA,NA,NA,NA,NA,"0.974","3.1","0.85"
"1422",160008,NA,"0.874",NA,NA,NA,"0.592","4.1","0.92"
"1423",160013,NA,NA,"2.964",NA,NA,"0.653",NA,"0.90"
"1424",160016,"0","0","0",NA,"0.839","0.44","3.8","0.85"
"1425",160024,"0.367","0.947","3.119",NA,"0.617","0.616","3.6","0.78"
"1426",160028,"0.695","0","0.43",NA,"2.118","0.513","3.6","1.11"
"1427",160029,"0.251","1.413","1.436",NA,NA,NA,"2.4","0.92"
"1428",160030,"0.6","0.372","1.329","0","0.653","1.333","5.5","1.42"
"1429",160032,NA,NA,NA,NA,NA,"0.415","3.3","0.85"
"1430",160033,"1.244","0.357","1.423",NA,"0.384","0.717","3.8","0.58"
"1431",160040,NA,"0",NA,NA,NA,"1.788","2.8","0.80"
"1432",160045,"0.302","0.175","1.131","0","0","0.992","2.7","0.68"
"1433",160047,"0.578","0",NA,NA,NA,"0.619","4.2","0.85"
"1434",160057,"0.671","0.341","0.954",NA,"0.911","0.822","4.4","0.94"
"1435",160058,"0.88","0.962","1.241","1.043","0.421","0.982","2.4","0.62"
"1436",160064,"0.442","0.883","0","1.288","1.665","0.427","2.8","0.97"
"1437",160067,"1.082","0.566","2.163",NA,"0.583","0.81","2.8","0.92"
"1438",160069,"0.206","0","0",NA,"0","0.707","3.6","0.82"
"1439",160079,"0.113","0.085","1.235","0.931","1.386","0.926","2.3","0.70"
"1440",160080,"0.497","0.37","0.71",NA,NA,"1.001","3.3","0.93"
"1441",160082,"0.238","0.958","0.783","1.543","0.644","0.871","2.8","0.88"
"1442",160083,"0.404","0.668","1.769","1.243","0.796","0.855","2.9","1.03"
"1443",160089,NA,"0",NA,NA,NA,"0.263","3.0","1.03"
"1444",160101,NA,"0",NA,NA,NA,"0.802","3.0","0.90"
"1445",160104,"0.344","0.173","1.299",NA,NA,"0.535","3.4","0.90"
"1446",160110,"0.424","0.223","0.306",NA,"0","0.73","3.3","1.00"
"1447",160112,NA,"0.185",NA,NA,NA,"0.5","3.0","0.71"
"1448",160117,"0","0","0",NA,NA,"0.621","2.5","0.85"
"1449",160122,NA,"0",NA,NA,NA,"0.898","3.4","0.89"
"1450",160124,NA,NA,NA,NA,NA,"0","3.8","0.80"
"1451",160146,"0.324","0.415","0.371",NA,"0.633","1.397","3.8","0.79"
"1452",160147,NA,NA,NA,NA,NA,"1.877",NA,"1.00"
"1453",160153,"0.517","0.26","2.647",NA,"0","1.324","3.4","0.86"
"1454",161300,NA,NA,NA,NA,NA,NA,NA,NA
"1455",161301,NA,NA,NA,NA,NA,NA,NA,NA
"1456",161302,NA,NA,NA,NA,NA,NA,"2.4",NA
"1457",161303,NA,NA,NA,NA,NA,NA,"3.3",NA
"1458",161304,NA,NA,NA,NA,NA,NA,NA,NA
"1459",161305,NA,NA,NA,NA,NA,NA,NA,NA
"1460",161306,NA,NA,NA,NA,NA,NA,NA,NA
"1461",161307,NA,NA,NA,NA,NA,NA,NA,NA
"1462",161308,NA,NA,NA,NA,NA,NA,NA,NA
"1463",161309,NA,NA,NA,NA,NA,"0",NA,NA
"1464",161310,NA,NA,NA,NA,NA,NA,NA,NA
"1465",161311,NA,NA,NA,NA,NA,NA,NA,NA
"1466",161312,NA,NA,NA,NA,NA,NA,NA,NA
"1467",161313,NA,NA,NA,NA,NA,NA,NA,NA
"1468",161314,NA,NA,NA,NA,NA,NA,NA,NA
"1469",161315,NA,NA,NA,NA,NA,NA,NA,NA
"1470",161316,NA,NA,NA,NA,NA,NA,NA,NA
"1471",161317,NA,NA,NA,NA,NA,NA,NA,NA
"1472",161318,NA,NA,NA,NA,NA,NA,"2.8",NA
"1473",161319,NA,NA,NA,NA,NA,NA,NA,NA
"1474",161320,NA,NA,NA,NA,NA,NA,NA,NA
"1475",161321,NA,NA,NA,NA,NA,NA,NA,NA
"1476",161322,NA,NA,NA,NA,NA,NA,NA,NA
"1477",161323,NA,NA,NA,NA,NA,NA,NA,NA
"1478",161324,NA,NA,NA,NA,NA,NA,NA,NA
"1479",161325,NA,NA,NA,NA,NA,NA,"3.2",NA
"1480",161326,NA,NA,NA,NA,NA,NA,NA,NA
"1481",161327,NA,NA,NA,NA,NA,NA,"3.0",NA
"1482",161328,NA,NA,NA,NA,NA,NA,NA,NA
"1483",161329,NA,NA,NA,NA,NA,NA,NA,NA
"1484",161330,NA,NA,NA,NA,NA,NA,NA,NA
"1485",161331,NA,NA,NA,NA,NA,NA,NA,NA
"1486",161332,NA,NA,NA,NA,NA,NA,NA,NA
"1487",161333,NA,NA,NA,NA,NA,NA,NA,NA
"1488",161334,NA,NA,NA,NA,NA,NA,NA,NA
"1489",161335,NA,NA,NA,NA,NA,NA,NA,NA
"1490",161336,NA,NA,NA,NA,NA,NA,NA,NA
"1491",161337,NA,NA,NA,NA,NA,NA,NA,NA
"1492",161338,NA,NA,NA,NA,NA,NA,NA,NA
"1493",161339,NA,NA,NA,NA,NA,NA,"2.7",NA
"1494",161340,NA,NA,NA,NA,NA,NA,NA,NA
"1495",161341,NA,NA,NA,NA,NA,NA,NA,NA
"1496",161342,NA,NA,NA,NA,NA,NA,NA,NA
"1497",161343,NA,NA,NA,NA,NA,"0.727","3.7",NA
"1498",161344,NA,NA,NA,NA,NA,NA,NA,NA
"1499",161345,NA,NA,NA,NA,NA,NA,NA,NA
"1500",161346,NA,NA,NA,NA,NA,NA,NA,NA
"1501",161347,NA,NA,NA,NA,NA,NA,NA,NA
"1502",161348,NA,NA,NA,NA,NA,"0",NA,NA
"1503",161349,NA,NA,NA,NA,NA,NA,NA,NA
"1504",161350,NA,NA,NA,NA,NA,"1.655","2.9",NA
"1505",161351,NA,NA,NA,NA,NA,NA,"2.7",NA
"1506",161352,NA,NA,NA,NA,NA,NA,NA,NA
"1507",161353,NA,NA,NA,NA,NA,NA,NA,NA
"1508",161354,NA,NA,NA,NA,NA,NA,NA,NA
"1509",161355,NA,"0.812",NA,NA,NA,NA,NA,NA
"1510",161356,NA,NA,NA,NA,NA,NA,NA,NA
"1511",161357,NA,NA,NA,NA,NA,NA,NA,NA
"1512",161358,NA,NA,NA,NA,NA,NA,"2.8",NA
"1513",161359,NA,NA,NA,NA,NA,NA,NA,NA
"1514",161360,NA,NA,NA,NA,NA,NA,"3.2",NA
"1515",161361,NA,"0.923",NA,NA,NA,NA,NA,NA
"1516",161362,NA,NA,NA,NA,NA,NA,NA,NA
"1517",161363,NA,NA,NA,NA,NA,"0",NA,NA
"1518",161364,NA,NA,NA,NA,NA,NA,NA,NA
"1519",161365,NA,"0",NA,NA,NA,NA,"3.0",NA
"1520",161366,NA,NA,NA,NA,NA,NA,NA,NA
"1521",161367,NA,"2.358",NA,NA,NA,"0.708","4.2",NA
"1522",161368,NA,NA,NA,NA,NA,NA,"3.2",NA
"1523",161369,NA,NA,NA,NA,NA,NA,NA,NA
"1524",161370,NA,NA,NA,NA,NA,NA,NA,NA
"1525",161371,NA,NA,NA,NA,NA,NA,"2.9",NA
"1526",161372,NA,NA,NA,NA,NA,NA,"2.9",NA
"1527",161373,NA,NA,NA,NA,NA,NA,"3.3",NA
"1528",161374,NA,NA,NA,NA,NA,NA,NA,NA
"1529",161375,NA,NA,NA,NA,NA,NA,"3.1",NA
"1530",161376,NA,NA,NA,NA,NA,"0",NA,NA
"1531",161377,NA,NA,NA,NA,NA,NA,NA,NA
"1532",161378,NA,NA,NA,NA,NA,NA,NA,NA
"1533",161379,NA,NA,NA,NA,NA,NA,"3.6",NA
"1534",161380,NA,NA,NA,NA,NA,NA,NA,NA
"1535",161381,NA,NA,NA,NA,NA,NA,NA,NA
"1536",170006,"0","1.242",NA,NA,NA,"0.528","4.2","1.10"
"1537",170009,NA,NA,NA,NA,NA,"0.55",NA,"0.88"
"1538",170012,"0.12","0.625","0.817",NA,"0","1.11","2.9","0.97"
"1539",170013,"0.343","0","0",NA,"0","1.032","2.9","1.17"
"1540",170014,NA,NA,NA,NA,NA,"0.684","3.0","0.76"
"1541",170016,"0.174","0.119","2.923",NA,"3.623","0.332","3.6","1.03"
"1542",170017,NA,"0",NA,NA,NA,"0.278","3.3","0.91"
"1543",170020,"0","0.109","0","0","1.545","0.725","3.3","0.95"
"1544",170023,"0","0","0",NA,NA,"0.803","3.2","0.84"
"1545",170027,NA,"0",NA,NA,NA,"1.064","4.2","1.40"
"1546",170039,NA,NA,NA,NA,NA,"0.516",NA,"0.88"
"1547",170040,"0.624","0.814","1.725","1.867","1.18","1.215","3.0","0.84"
"1548",170049,"0.54","0.115","1.232","0.943","0","0.947","2.7","0.85"
"1549",170058,NA,"0",NA,NA,NA,"0",NA,"0.76"
"1550",170068,NA,"0.428",NA,NA,NA,"0.834","3.1","0.78"
"1551",170074,NA,"0",NA,NA,NA,"0.342","2.9","0.85"
"1552",170075,NA,NA,NA,NA,NA,NA,NA,"0.90"
"1553",170086,"0.228","0.249","1.407",NA,"0.72","0.721","2.6","0.81"
"1554",170094,NA,NA,NA,NA,NA,"0","3.2","0.86"
"1555",170103,"1.01","0.275",NA,NA,NA,"1.536","3.4","0.93"
"1556",170104,"0.554","0.203","1.204","0.52","0.393","0.419","2.7","0.62"
"1557",170105,NA,NA,NA,NA,NA,"0.544",NA,"0.85"
"1558",170109,NA,NA,NA,NA,NA,"0","2.8","0.87"
"1559",170110,NA,NA,NA,NA,NA,NA,NA,"0.88"
"1560",170120,NA,"1.418",NA,NA,NA,"1.384","2.8","0.90"
"1561",170122,"0.632","0.729","1.933","0.368","0.773","0.76","3.2","0.84"
"1562",170123,"0.315","0.681","2.092","0.236","1.04","0.849","2.4","0.75"
"1563",170133,NA,NA,NA,NA,NA,NA,"2.8","0.86"
"1564",170137,"0","0.29","0.482",NA,NA,"0.174","2.2","0.70"
"1565",170142,"0.644","0","1.726",NA,NA,"0.562","3.5","1.04"
"1566",170145,NA,"0",NA,NA,NA,"0.395","3.4","0.89"
"1567",170146,"0.277","0.633","1.176",NA,"0.606","1.488","3.1","0.51"
"1568",170150,NA,"0.786",NA,NA,NA,"0.561","3.3","1.09"
"1569",170166,NA,NA,NA,NA,NA,NA,NA,"0.88"
"1570",170175,NA,"0.365",NA,NA,NA,"0.75","3.4","0.94"
"1571",170176,"0.468","0.229","1.703","0.298","0.439","1.063","3.0","0.80"
"1572",170182,"0.342","0.571","1","0","0.897","0.787","3.0","0.90"
"1573",170183,NA,NA,NA,NA,NA,"0","1.8","0.78"
"1574",170185,"0","0","0.767",NA,NA,"0.435","3.4","0.69"
"1575",170186,"0","0",NA,NA,NA,"0.662",NA,"0.64"
"1576",170187,NA,NA,NA,NA,NA,"0.793","2.6","0.95"
"1577",170188,NA,NA,NA,NA,NA,NA,"2.5","0.79"
"1578",170190,NA,NA,NA,NA,NA,NA,"2.6","0.81"
"1579",170191,NA,"0",NA,NA,NA,"0.919","2.4","0.91"
"1580",170194,NA,NA,NA,NA,NA,NA,NA,"0.85"
"1581",170196,NA,"0",NA,NA,NA,"0","2.1","0.67"
"1582",170197,"0","0.539",NA,NA,NA,"0","1.9","0.73"
"1583",170198,NA,NA,NA,NA,NA,NA,"3.2","0.83"
"1584",170199,NA,NA,NA,NA,NA,NA,NA,"0.87"
"1585",170200,NA,"0",NA,NA,NA,"0.477","2.7","1.08"
"1586",170201,NA,NA,NA,NA,NA,NA,NA,NA
"1587",170203,NA,NA,NA,NA,NA,"0","3.1","0.66"
"1588",171300,NA,NA,NA,NA,NA,NA,NA,NA
"1589",171301,NA,NA,NA,NA,NA,NA,NA,NA
"1590",171302,NA,NA,NA,NA,NA,NA,NA,NA
"1591",171303,NA,NA,NA,NA,NA,NA,NA,NA
"1592",171304,NA,NA,NA,NA,NA,NA,NA,NA
"1593",171306,NA,NA,NA,NA,NA,NA,NA,NA
"1594",171307,NA,NA,NA,NA,NA,NA,NA,NA
"1595",171308,NA,NA,NA,NA,NA,NA,NA,NA
"1596",171309,NA,NA,NA,NA,NA,NA,NA,NA
"1597",171310,NA,NA,NA,NA,NA,NA,NA,NA
"1598",171311,NA,NA,NA,NA,NA,NA,NA,NA
"1599",171312,NA,NA,NA,NA,NA,NA,NA,NA
"1600",171313,NA,NA,NA,NA,NA,NA,NA,NA
"1601",171314,NA,NA,NA,NA,NA,NA,NA,NA
"1602",171315,NA,NA,NA,NA,NA,NA,NA,NA
"1603",171316,NA,NA,NA,NA,NA,NA,NA,NA
"1604",171317,NA,NA,NA,NA,NA,NA,NA,NA
"1605",171318,NA,NA,NA,NA,NA,NA,NA,NA
"1606",171319,NA,NA,NA,NA,NA,NA,NA,NA
"1607",171320,NA,NA,NA,NA,NA,NA,NA,NA
"1608",171321,NA,NA,NA,NA,NA,NA,"2.9",NA
"1609",171322,NA,NA,NA,NA,NA,NA,NA,NA
"1610",171323,NA,NA,NA,NA,NA,NA,NA,NA
"1611",171324,NA,NA,NA,NA,NA,NA,NA,NA
"1612",171325,NA,NA,NA,NA,NA,NA,NA,NA
"1613",171326,NA,NA,NA,NA,NA,NA,NA,NA
"1614",171327,NA,NA,NA,NA,NA,"2.536",NA,NA
"1615",171328,NA,NA,NA,NA,NA,NA,NA,NA
"1616",171329,NA,NA,NA,NA,NA,NA,NA,NA
"1617",171330,NA,NA,NA,NA,NA,NA,NA,NA
"1618",171331,NA,NA,NA,NA,NA,NA,NA,NA
"1619",171332,NA,NA,NA,NA,NA,NA,NA,NA
"1620",171333,NA,NA,NA,NA,NA,"0.706","3.5",NA
"1621",171334,NA,NA,NA,NA,NA,"0.396",NA,NA
"1622",171335,NA,NA,NA,NA,NA,NA,NA,NA
"1623",171336,NA,NA,NA,NA,NA,NA,NA,NA
"1624",171337,NA,NA,NA,NA,NA,NA,NA,NA
"1625",171338,NA,NA,NA,NA,NA,NA,NA,NA
"1626",171339,NA,NA,NA,NA,NA,"0",NA,NA
"1627",171340,NA,NA,NA,NA,NA,NA,NA,NA
"1628",171341,NA,NA,NA,NA,NA,NA,NA,NA
"1629",171342,NA,NA,NA,NA,NA,NA,NA,NA
"1630",171343,NA,NA,NA,NA,NA,NA,NA,NA
"1631",171344,NA,NA,NA,NA,NA,NA,NA,NA
"1632",171345,NA,NA,NA,NA,NA,NA,NA,NA
"1633",171346,NA,NA,NA,NA,NA,NA,NA,NA
"1634",171347,NA,NA,NA,NA,NA,NA,NA,NA
"1635",171348,NA,NA,NA,NA,NA,NA,NA,NA
"1636",171349,NA,NA,NA,NA,NA,NA,NA,NA
"1637",171350,NA,NA,NA,NA,NA,NA,NA,NA
"1638",171351,NA,NA,NA,NA,NA,NA,NA,NA
"1639",171352,NA,NA,NA,NA,NA,NA,NA,NA
"1640",171353,NA,NA,NA,NA,NA,NA,NA,NA
"1641",171354,NA,NA,NA,NA,NA,NA,NA,NA
"1642",171355,NA,NA,NA,NA,NA,NA,NA,NA
"1643",171356,NA,NA,NA,NA,NA,NA,NA,NA
"1644",171357,NA,NA,NA,NA,NA,NA,NA,NA
"1645",171358,NA,NA,NA,NA,NA,NA,NA,NA
"1646",171359,NA,NA,NA,NA,NA,NA,NA,NA
"1647",171360,NA,NA,NA,NA,NA,NA,NA,NA
"1648",171361,NA,NA,NA,NA,NA,NA,NA,NA
"1649",171362,NA,NA,NA,NA,NA,NA,NA,NA
"1650",171363,NA,NA,NA,NA,NA,NA,NA,NA
"1651",171364,NA,NA,NA,NA,NA,NA,NA,NA
"1652",171365,NA,NA,NA,NA,NA,NA,NA,NA
"1653",171366,NA,NA,NA,NA,NA,NA,NA,NA
"1654",171367,NA,NA,NA,NA,NA,NA,NA,NA
"1655",171368,NA,NA,NA,NA,NA,NA,NA,NA
"1656",171369,NA,NA,NA,NA,NA,NA,NA,NA
"1657",171370,NA,NA,NA,NA,NA,NA,NA,NA
"1658",171371,NA,NA,NA,NA,NA,NA,NA,NA
"1659",171372,NA,NA,NA,NA,NA,NA,NA,NA
"1660",171373,NA,NA,NA,NA,NA,NA,NA,NA
"1661",171374,NA,NA,NA,NA,NA,NA,NA,NA
"1662",171375,NA,NA,NA,NA,NA,NA,NA,NA
"1663",171376,NA,NA,NA,NA,NA,"0","2.8",NA
"1664",171377,NA,NA,NA,NA,NA,NA,NA,NA
"1665",171378,NA,NA,NA,NA,NA,NA,NA,NA
"1666",171379,NA,NA,NA,NA,NA,NA,NA,NA
"1667",171380,NA,NA,NA,NA,NA,"0.855",NA,NA
"1668",171381,NA,NA,NA,NA,NA,NA,NA,NA
"1669",171382,NA,NA,NA,NA,NA,NA,"3.2",NA
"1670",171383,NA,"0.717",NA,NA,NA,"1.534",NA,NA
"1671",171384,NA,NA,NA,NA,NA,"0.958","4.2",NA
"1672",173300,NA,NA,NA,NA,NA,NA,NA,NA
"1673",180001,"0.571","0.761","1.114","0.785","4.149","1.429",NA,"0.60"
"1674",180002,"0","0",NA,NA,NA,"0.304",NA,"0.76"
"1675",180004,NA,"0.559",NA,NA,NA,"0.757","3.2","0.90"
"1676",180005,"1.079","0.877",NA,NA,NA,"0.532","2.8","0.82"
"1677",180009,"0.611","0.298","0.77","2.154","0.759","1.694","3.0","0.74"
"1678",180010,"0.061","0.036","0",NA,"0.214","0.771","3.8","1.01"
"1679",180011,"0.73","0.378",NA,NA,"0","0.507","3.7","1.03"
"1680",180012,"0.563","0.193","0.351","0","0.686","1.6","3.1","0.57"
"1681",180013,"0.683","0.261","0.93",NA,"2.643","0.831","3.9","0.77"
"1682",180016,NA,"0",NA,NA,NA,"1.016","2.8","1.08"
"1683",180017,"0","0.302","1.744",NA,"0.784","1.011","3.7","0.74"
"1684",180018,"0.494","0.87","0",NA,NA,"1.168","3.5","1.15"
"1685",180019,"1.98","0.911",NA,NA,NA,"1.391","3.0","0.77"
"1686",180020,NA,"0",NA,NA,NA,"0",NA,"0.79"
"1687",180021,"0","0",NA,NA,NA,"0.223",NA,"0.87"
"1688",180024,NA,"0",NA,NA,NA,"0","2.6","0.81"
"1689",180025,NA,"0",NA,NA,NA,"0.86","4.0","0.73"
"1690",180027,"3.024","0.828","0.494",NA,NA,"0.33","3.7","0.68"
"1691",180029,"0.596","0.14",NA,NA,"3.096","0.096","2.7","0.68"
"1692",180035,"0.194","0.583","1.208","0.462","0","0.898","3.1","0.70"
"1693",180036,"0.273","0.193","0",NA,"0","0.833","3.5","0.99"
"1694",180038,"0.276","0.136","0.274","0","2.067","0.502","2.4","0.87"
"1695",180040,"1.671","0.539","0.445",NA,"0.841","1.35","3.0","1.22"
"1696",180043,NA,"0",NA,NA,NA,"0.691",NA,"0.86"
"1697",180044,"0.093","0.176","0.255","0.337","0.953","1.117","2.7","0.87"
"1698",180045,"0.679","0.68","1.206","0.738","1.557","1.593",NA,"0.80"
"1699",180046,NA,"0",NA,NA,NA,"0.331",NA,"0.86"
"1700",180048,"0.451","0.663","2.313",NA,"2.527","2.037","3.7","0.91"
"1701",180049,"0","0.592","0",NA,NA,"0.528","2.9","0.71"
"1702",180050,"0","0",NA,NA,NA,"0.579",NA,"0.76"
"1703",180051,"1.404","0.434","0.835",NA,NA,"0.657","3.1","0.97"
"1704",180053,NA,NA,NA,NA,NA,"0","2.8","0.85"
"1705",180056,"1.476","0.343",NA,NA,"2.077","0.276","2.7","0.68"
"1706",180064,NA,"0",NA,NA,NA,"0","4.3","1.01"
"1707",180066,NA,"0",NA,NA,NA,"0",NA,"0.79"
"1708",180067,"0.636","0.552","1.838","0.799","1.937","1.1","2.4","0.76"
"1709",180069,"0","0",NA,NA,NA,"0",NA,"0.88"
"1710",180070,"0","0.503",NA,NA,NA,"0.85","3.4","0.75"
"1711",180078,"0","0",NA,NA,NA,"1.359",NA,"0.81"
"1712",180079,NA,"0.856",NA,NA,NA,"1.664",NA,"0.88"
"1713",180080,"0.382","0.116","1.148","0","0.454","0.935","3.2","0.93"
"1714",180087,"2.32","0.787",NA,NA,NA,"0.377","3.1","1.10"
"1715",180088,"0.733","0.694","1.529","1.59","1.935","1.043","2.7","0.86"
"1716",180092,NA,"0",NA,NA,NA,"0","3.0","0.78"
"1717",180093,"1.028","0.462","0.452",NA,"0.802","0.83","2.8","0.78"
"1718",180095,NA,NA,NA,NA,NA,"0",NA,"0.82"
"1719",180101,NA,"0",NA,NA,NA,"0.519",NA,"1.10"
"1720",180102,"0.45","0.902","0.947",NA,"0","1.007","3.5","1.14"
"1721",180103,"0.368","0.45","1.079","0","0.482","1.161","2.0","0.81"
"1722",180104,"1.017","0.952","1.178",NA,"1.951","0.696","2.8","0.65"
"1723",180105,"0","0",NA,NA,NA,"0.435",NA,"0.87"
"1724",180106,NA,NA,NA,NA,NA,"0",NA,"0.85"
"1725",180115,NA,NA,NA,NA,NA,"1.063",NA,"0.89"
"1726",180116,"0","0.685",NA,NA,NA,"1.305",NA,"0.76"
